skill_tree,name,image,content
,"Sihir: Ledakan (Magic: Blast)","https://toram-id.space/img/skill/magic/blast.png","Skill level 2  0 diskusi Type: active,skill sihir MP Cost: 300 Unsur: Tergantung Senjata Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Membuat ledakan dengan mengonsentrasikan tenaga sihir. Berpeluang memberikan status buruk kepada target. Status buruk bergantung pada unsur yang digunakan. EFEK MENGGUNAKAN TONGKAT (STAFF) Daya +150 = Skill Multiplier +1.5 Daya naik sesuai nilai INT = +INT*0,002 EFEK MENGGUNAKAN PESAWAT SIHIR ATAU ALAT SIHIR (MAGIC DEVICE) [MD] Daya naik sesuai nilai INT = +INT*0,002 Peluang Status Buruk +50% Jangkauan (Radius) +2m Teknis: Skill Multiplier Dasar: 7 + 0,3 * Skill Level Skill Constant Dasar: 180 + 20 * Skill Level Jumlah Serangan: 1 Serangan Jarak Serangan: 3m (Skill Level 1 s.d 5); 4m (Skill Level 1 s.d 1); disekitar target. Waktu Dasar Merapal: 4 detik; berpengaruh dengan Status Kecepatan Merapal (Cast Speed) [CSPD]. spoiler Status Buruk Tiap Unsur Peluang Dasar Status Buruk: (5 * Skill Level)% Durasi Status Buruk: 2 detik untuk Bergidik (Flinch), 10 detik untuk lainnya. spoiler Ketahanan Status Buruk"
,"Akselerasi (Chain Cast)","https://toram-id.space/img/skill/magic/chaincast.png","Skill level 2  0 diskusi Type: pasif Deskripsi: Merapal sihir lebih efisien. Kecepatan rapal skilI sihir yang digunakan setelah skill ""Sihir: Panah (Magic: Arrow)"" akan meningkat. Teknis: spoiler Efek Status Baik (Buff) Peningkatan diterapkan sebagai berikut: Akselerasi Peningkatan Kecepatan Aksi = Kecepatan Aksi Dasar * (1 - Peningkatan Kecepatan Aksi/100 ) Durasi Status Baik (Buff): Sampai Skill Serangan dari Skill Sihir digunakan. Catatan: Kecepatan Aksi dapat berpengaruh dengan Status Buruk Beku (Freeze) dan Tag combo Cepat (Swift)."
,"Sihir: Impak (Magic: Impact)","https://toram-id.space/img/skill/magic/impact.png","Skill level 3  0 diskusi Type: active,skill sihir MP Cost: 200 Unsur: netral Jarak: 3m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyerang lawan di sekitar dengan gelombang kejut. MP Cost skill selanjutnya menjadi setengah. Efek skill menurun bila dipakai terus-menerus. EFEK MENGGUNAKAN TONGKAT (STAFF) Peluang Jatuh (Tumble) +25% EFEK MENGGUNAKAN PESAWAT SIHIR ATAU ALAT SIHIR (MAGIC DEVICE) [MD] Daya +250 = Skill Multiplier +2,5 Teknis: Skill Multiplier Dasar: 0,25 * Skill Level Skill Multipler (Saat Buff MP Cost skill selanjutnya menjadi setengah Aktif): 0,1 * Skill Level Skill Constant Dasar: 100 + 10 * Skill Level Jumlah Serangan: 1 Serangan Jarak Maksimum Merapal: Secara teori tak terbatas (terbatas pada 100m) Jarak Serangan: 3m; diantara perapal spoiler Waktu Dasar Merapal spoiler Efek Buff MP Cost skill selanjutnya menjadi setengah: Status Buruk: Jatuh (Tumble) Peluang Dasar Status Buruk: 15% + (5 * Skill Level)% Peluang Status Buruk (Saat Buff MP Cost skill selanjutnya menjadi setengah Aktif): (Skill Level)% Durasi Status Buruk: 3 detik spoiler Ketahanan Status Buruk:"
,"Sihir: Badai (Magic: Storm)","https://toram-id.space/img/skill/magic/storm.png","Skill level 3  0 diskusi Type: active,skill sihir MP Cost: 400 Unsur: Tergantung Senjata Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Sihir untuk membuat tornado. Musuh dihisap dan dilukai. Musuh kuat kadang tidak terhisap ke dalamnya. EFEK MENGGUNAKAN TONGKAT (STAFF) Daya +100 = Skill Multiplier +1 EFEK MENGGUNAKAN PESAWAT SIHIR ATAU ALAT SIHIR (MAGIC DEVICE) [MD] Jangkauan (Radius) +2m Teknis: Skill Multiplier Dasar: 1,8 + 0,02 * Skill Level; Multiplier untuk setiap serangan. Skill Constant Dasar: 50 + 3 * Skill Level; Constant untuk setiap serangan. spoiler Jumlah Serangan Jarak Serangan: 1.75m (Skill level 1 s.d 3); 2.75m (Skill Level 4 s.d 7); 3.75m (Skill Level 8 s.d 10); diantara posisi target pertama kali saat dirapalkan Waktu Dasar Merapal: 1 detik; berpengaruh dengan Status Kecepatan Merapal (Cast Speed) [CSPD]. Status Buruk: Hisap (Suction) Peluang Dasar Status Buruk: 100% untuk Monster Normal; 50% untuk Bos. Durasi Status Buruk: 1 detik Ketahanan Status Buruk: 0,001 detik Catatan: Skill ini tidak terpengaruh dengan Skill Concentrate, Skill Long Range, dan Status Daya Jarak Dekat (Short Range Damage) [SRD] atau Daya Jarak Jauh (Long Range Damae) [LRD]. Triple Thrust's Skill Constant buff is divided by the Hit Count."
,"Gelombang Kuat (Power Wave)","https://toram-id.space/img/skill/magic/powerwave.png","Skill level 3  0 diskusi Type: pasif Unsur: netral Deskripsi: Menembakkan peluru sihir saat target di luar jangkauan. Dapat digunakan dalam jarak 5m atau kurang dan jaraknya meningkat maksimal 10m seiring naiknya level skill. Attack MP Recovery diterapkan untuk skill ini. EFEK MENGGUNAKAN TONGKAT (STAFF) Daya +40 = Skill Multiplier +0.4 Jangkauan Aktivasi +2m EFEK MENGGUNAKAN PESAWAT SIHIR ATAU ALAT SIHIR (MAGIC DEVICE) [MD] Daya +70 = Skill Multiplier +0.7 Teknis: spoiler Jangkauan Gelombang Kuat Efek Pasif: Setiap kali Anda berada di luar jangkauan serangan Auto default Anda, tetapi dalam jangkauan Gelombang Kuat Auto Serang, Anda dapat menggunakan serangan Auto yang masih memulihkan MP dengan Attack MP Recorvery [AMPR] dan masih berpengaruh terhadap normal proration, tapi total kerusakan serangan berkurang sebesar (100 - 5 * Skill Level)% Catatan: Pada Pedang Ganda (Dual Swords), rumus perhitungan kerusakan serangan untuk serangan Auto Gelombang Kuat berubah: baik kerusakan serangan senjata utama dan sub senjata serangan Auto dijumlahkan sebelum menyebarkan hasilnya secara merata di antara serangan Gelombang Kuat dinonaktifkan ketika Rampage Aktif."
,"Sihir: Nurlindung (Magic: Guardian Beam)","https://toram-id.space/img/skill/thumb/sihir-nurlindung-magic-guardian-beam84.png","Skill level 3  0 diskusi Type: active,skill sihir MP Cost: 300 Unsur: Tergantung Senjata Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Cahaya yang melindungi perapalnya. Mengeluarkan serangan sihir selama efeknya aktif pada waktu tertentu misalnya setelah skill sihir lain dirapalkan atau musuh dilukai. Teknis: Mendapatkan 1 biaya per skill level (max 10) Saat merapal dan setelah menyerang dengan skill sihir, rudal sihir akan ditembakkan ke setiap monster yang menargetkan pengguna. Setiap rudal sihir akan memakai 1 biaya Serangan (Damage) tidak terpengaruh oleh tag kombo dan unsur (element). Dapat memberikan serangan critical (Critical Damage), Tanpa Critical Sihir tapi serangan critical (Critical Damage) hanya 125 bukan 150. Status Buruk: Terpelanting Kebelakang (Knock Back) Jarak Terpelanting Kebelakang (Knock Back): 3m Ketahanan Status Buruk: 3 detik"
,"Sihir/Pamungkas (Magic: Finale)","https://toram-id.space/img/skill/magic/finale.png","Skill level 4  0 diskusi Type: active,skill sihir MP Cost: 1600 Unsur: netral Jarak: 12m Combo Awal: ya Combo Tengah: ya Deskripsi: Serangan sihir jangkauan super luas. Daya serang makin tinggi untuk musuh di dekat pusat. Waktu rapal lama, tidak bisa dipercepat dengan CSPD. Aggro muncul selama merapal. EFEK MENGGUNAKAN TONGKAT (STAFF) Daya +750 = Skill Multiplier +7,5 Daya naik sesuai nilai INT = +(INT/100) EFEK MENGGUNAKAN PESAWAT SIHIR ATAU ALAT SIHIR (MAGIC DEVICE) [MD] Daya naik sesuai nilai INT = +(INT/100) 4x Jangkauan (Radius) untuk serangan ke-1 2x Jangkauan (Radius) untuk serangan ke-2 & ke-3 Teknis: JANGKAUAN (RADIUS) UNTUK SERANGAN KE-X	SKILL MULTIPLIER DASAR	SKILL CONSTANT DASAR ke-1	30	300 * Skill Level ke-2	(rounddown(3000)/1,5)/100	30 * Skill Level ke-3	(rounddown(rounddown(3000)/1,5)/2)/100	3 * Skill Level Jumlah Serangan: Up to 3 Serangan JANGKAUAN (RADIUS)	JARAK SERANGAN ke-1	0,5m ke-2	4m ke-3	10m Waktu Dasar Merapal: (13 - Skill Level) detik. Efek Skill: Pada target utama, menghasilkan 100 Aggro per detik dari waktu merapal, kemudian menghasilkan aggro dari serangan. Bekerja secara normal pada target lain. Catatan: Skill ini tidak terpengaruh dengan Skill Concentrate, Skill Long Range, dan Status Daya Jarak Dekat (Short Range Damage) [SRD] atau Daya Jarak Jauh (Long Range Damae) [LRD]. Skill ini tidak terpengaruh dengan Skill Chain Chast. Aggro yang dihasilkan selama animasi merapal tidak terpengaruh oleh Skill Sneak Attack atau Status Aggro +/-%. Namun Status Kecepatan Merapal [CSPD] positif [+] akan menurunkan Aggro dari Animasi. Aggro tidak akan naik jika Status Kecepatan Merapal [CSPD] negatif [-]."
,"Sihir: Letusan (Magic: Burst)","https://toram-id.space/img/skill/magic/burst.png","Skill level 4  0 diskusi Type: active,skill sihir MP Cost: 500 Unsur: Tergantung Senjata Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Sihir yang memancarkan kekuatan magis yang ditingkatkan. Berpeluang memukul mundur monster selain bos. Waktu rapal sangat lama tapi bisa dipersingkat dengan menggunakan Skill sihir sebelumnya. EFEK MENGGUNAKAN TONGKAT (STAFF) Daya naik sesuai nilai INT = INT/100 EFEK MENGGUNAKAN PESAWAT SIHIR ATAU ALAT SIHIR (MAGIC DEVICE) [MD] Daya naik sesuai nilai INT = INT*0,005 Jangkauan Serangan Maks naik sesuai level skill. Radius Kipas +1m (Skill Level 1 s.d 3); +2m (Skill Level 4 s.d 6); +3m (Skill Level 7 s.d 10) Sudut Kipas +5° (Skill Level 1 s.d 3); +10° (Skill Level 4 s.d 6); +15° (Skill Level 7 s.d 10) Teknis: Skill Multiplier Dasar: 15 + 0,6 * Skill Level Skill Constant Dasar: 200+ 30 * Skill Level Jumlah Serangan: 1 Serangan spoiler Jangkauan Serangan spoiler Jarak Sihir: Letusan Waktu Dasar Merapal: 8 detik; berpengaruh dengan Status Kecepatan Merapal (Cast Speed) [CSPD]. Efek Status Baik (Buff) Untuk setiap skill serangan lainnya dari Skill Sihir mendapatkan counter/stk, skill ini dapat memiliki maksimal 10 counter/stk. Total Waktu Merapal berkurangan 1 detik setiap counter, ini diterapkan setelah Kecepatan Merapal dan Perhitungan dari Skill Chain Cast, hanya maksimal 8 detik yang dapat dikurangi dengan cara ini. Durasi Buff: Sampai Anda menggunakan Sihir: Letusan. Status Buruk: Terpelanting Kebelakang (Knock Back); tidak berpengaruh kepada bos Peluang Dasar Status Buruk: (10 * Skill Level)% Jarak Terpelanting Kebelakang (Knock Back): 15m - 2 * ukuran meter monster di dalam  game. Ketahanan Status Buruk: Jarak Terpelanting Kebelakang Monster dalam hitungan detik.Game Catatan: Bonus multipler tidak berpengaruh dengan Status INT+ dan INT+%."
,"Maximizer (Maximizer)","https://toram-id.space/img/skill/magic/maximizer.png","Skill level 4  0 diskusi Type: active MP Cost: 300 Combo Awal: ya Combo Tengah: ya Deskripsi: Memulihkan MP secara signifikan dengan meningkatkan daya sihir sesaat. Waktu rapal memendek seiring level naik. Waktu rapal Maximizer memendek sesuai level MP Charge jika menggunakan skilI ini dengan Tongkat atau Pesawat Sihir. EFEK MENGGUNAKAN TONGKAT (STAFF) Jumlah MP Pulih +500 EFEK MENGGUNAKAN PESAWAT SIHIR ATAU ALAT SIHIR (MAGIC DEVICE) [MD] Jumlah MP Pulih +700 Teknis: spoiler Waktu Dasar Merapal Efek Skill: Memulihkan 1000 MP jika skill ini berhasil dirapalkan. Catatan: Saat anda menggunakan Tongkat dan Pesawat Sihir dan menggunakan MP Charge terlebih dahulu sebelum Maximizer Waktu Merapal Maximizer akan berkurang. spoiler MP Charge > Maximizer {Tongkat / Pesawat Sihir}"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Konsol video game terbaik RPG Toram Online - MMORPG toram Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Toram Toram online tombak Tombak toram RPG Toram Online - MMORPG Toram Online Konsol video game terbaik"
,"Temukan lebih banyak",,"RPG Toram Online - MMORPG Konsol video game terbaik toram"
,"Smash","https://toram-id.space/img/skill/martial/smash.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Memukul dengan kuat. Berpeluang memberikan status ""Bergidik"" kepada target.Game Peran"
,"Bash","https://toram-id.space/img/skill/martial/bash.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 200 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Memberikan pukulan berat pada kepala. Berpeluang memberikan status ""Pingsan"" kepada target. Efek jika menggunakan Tinju Daya +50 Daya SkilI +50 Tingkat Pingsan + 25 %"
,"Sonic Wave","https://toram-id.space/img/skill/martial/sonicwave.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 4m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyerang dengan gelombang kejut. Berpeluang memberikan status ""Terjatuh"" kepada target. Jarak tembakan semakin jauh pada level tinggi. Efek jika menggunakan Tinju Daya +25 Daya Skill +25 -Jangkauan Aktivasi +4m Tingkat Terjatuh + 50 %"
,"Martial Mastery","https://toram-id.space/img/skill/martial/martialmastery.png","Skill level 1  1 diskusi Type: pasif MP Cost: 0 Jarak: 0m Combo Awal: tidak Combo Tengah: tidak Deskripsi: Semakin lihai menggunakan Sarung Tinju. ATK bertambah bila mengenakan Sarung Tinju."
,"Aggravate","https://toram-id.space/img/skill/martial/aggravate.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Serangan tambahan dengan cermat. Berpeluang memberikan pukulan tambahan pada serangan normal dengan Sarung Tinju."
,"Shell Break","https://toram-id.space/img/skill/martial/shellbreak.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 300 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Pukulan depan yang menembus zirah keras. Luka semakin besar bila DEF lawan tinggi Berpeluang kecil memberikan status ""Pecah"" kepada target. MP pulih bila berhasiI memecahkan lawan. Efek jika menggunakan Tinju Daya +50 Daya skill +150 Menambah tusukan fisik"
,"Earthbind","https://toram-id.space/img/skill/martial/earthbind.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyerang lawan sekitar dengan mengguncangkan tanah. Berpeluang memberikan status ""Berhenti"" kepada target. HP pulih sedikit bila serangan kena target. Efek jika menggunakan Tinju Daya +25 Daya Skill +25 Jangkauan (Diameter) +1,5m Tingkat Berhenti + 50 % Maks HP Pulih dengan Earthbind +500"
,"Strong Chase","https://toram-id.space/img/skill/martial/strongchaseattack.png","Skill level 2  0 diskusi Type: pasif Deskripsi: Meningkatkan serangan kecil. Tambahan luka dari skill ""Aggravate"" meningkat."
,"Heavy Smash","https://toram-id.space/img/skill/martial/heavysmash.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 400 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Pukulan sangat keras. Berpeluang memberikan status"" Lesu"" kepada target. Memberikan luka tambahan pada target dengan status ""Pecah"". Efek jika menggunakan Tinju Daya +150 Daya Skill +100 Daya Luka Tambahan +500 Tingkat Lesu + 50 %"
,"Triple kick","https://toram-id.space/img/skill/martial/triplekick.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 300 Unsur: Tergantung Senjata Jarak: 3m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyerang target tiga kali dengan cepat. critical rate lebih tinggi dibanding serangan biasa. Efek jika menggunakan Tinju Daya +300 Daya Skill +75 Menambah critical Rate"
,"Disiplin bela diri","https://toram-id.space/img/skill/martial/martialdiscipline.png","Skill level 3  0 diskusi Type: pasif Deskripsi: Memperdalam pemahaman Sarung Tinju. Kecepatan serangan Sarung Tinju meningkat, daya serang skill bela diri sedikit bertambah."
,"Chariot","https://toram-id.space/img/skill/martial/chariot.png","Skill level 4  0 diskusi Type: active,skill fisik MP Cost: 500 Unsur: Tergantung Senjata Jarak: 12m Combo Awal: ya Combo Tengah: ya Deskripsi: Teknik menembakkan energi di dalam karakter. Berpeluang memberikan status ""Takut"" ke target. Waktu Himpun memendek menurut level skill. Efek jika menggunakan Tinju Daya +250 Daya naik menurut AGI Daya Skill 250 Waktu Himpun -1det Tingkat Takut + 50 % Menjadi Serangan Area."
,"Rush","https://toram-id.space/img/skill/martial/rush.png","Skill level 4  0 diskusi Type: active,skill fisik MP Cost: 400 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Serangan cepat berturut-turut. Kecepatan Aksi naik selama beberapa detik termasuk Rush yang diaktifkan. Efek jika menggunakan Tinju Daya +250 Daya naik menurut AGI Daya skiII +200 Menambah efek buff Kecepatan Gerak"
,"Chakra","https://toram-id.space/img/skill/martial/chakra.png","Skill level 4  0 diskusi Type: active MP Cost: 200 Combo Awal: ya Combo Tengah: ya Deskripsi: MP pulih sedikit dan memberikan efek mengurangi luka berikutnya 1 kali selama beberapa detik. Attack MP Recovery naik sedikit selama efek bekerja. Efek bekerja untuk anggota regu juga. Efek jika menggunakan Tinju MP Pulih +50 Meningkatkan pengurangan luka Durasi +10 detik"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram Toram Online Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak RPG Toram Online - MMORPG Toram toram Toram Online Konsol video game terbaik Toram online"
,"Temukan lebih banyak",,"Spear toram Konsol video game terbaik"
,"Flash Stab","https://toram-id.space/img/skill/halberd/flashstab.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Serangan tajam kepada musuh dengan gerakan kilat.Game Peran"
,"Cannon Spear","https://toram-id.space/img/skill/halberd/cannonspear.png","Skill level 1  1 diskusi Type: active,skill fisik MP Cost: 200 Unsur: Tergantung Senjata Jarak: 4m Combo Awal: ya Combo Tengah: ya Deskripsi: Serangan dengan lemparan  tombak. Jangkauan meningkat seiring level naik."
,"Deadly Spear","https://toram-id.space/img/skill/halberd/deadlyspear.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Memberi tusukan fatal kepada musuh dengan tepat. Memerlukan waktu untuk mengaktifkannya namun mengabaikan pertahanan tertentu dan berpeluang tinggi memberikan Critical Damage."
,"Kemahiran Tombak","https://toram-id.space/img/skill/halberd/halberdmastery.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Kemahiran penggunaan tombak meningkat. Saat memakai tombak, daya serang meningkat.Tombak Berburu"
,"Quick Aura","https://toram-id.space/img/skill/halberd/quickaura.png","Skill level 1  0 diskusi Type: active MP Cost: 0 Deskripsi: Meningkatkan kecepatan diri dengan semangat tempur. SkilI diaktifkan dengan mengonsumsi HP dan bukan MP. Meningkatkan ASPD selama beberapa waktu. Efek jika menggunakan  Tombak MP Cost -5% Durasi +120detik"
,"Dragon Tail","https://toram-id.space/img/skill/halberd/dragontail.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 300 Unsur: Tergantung Senjata Jarak: 23m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyapu sekeliling dengan memutar tombak. Berpeluang memberikan status ""terjatuh"" kepada target. Monster bos tidak dapat dijatuhkan."
,"Vanish Ray","https://toram-id.space/img/skill/halberd/punishray.png","Skill level 2  0 diskusi Type: active,skill sihir MP Cost: 0 Unsur: Tergantung Senjata Jarak: 12m Combo Awal: ya Combo Tengah: ya Deskripsi: Merapal sihir dengan tombak seperti tongkat. Memberikan serangan sihir yang bergantung pada ATK Critical Rate 3 skill yang digunakan berikutnya meningkat. Efek jika menggunakan Tombak Daya x2"
,"War Cry of Struggle","https://toram-id.space/img/skill/halberd/warcryofstruggle.png","Skill level 2  0 diskusi Type: active MP Cost: 100 Deskripsi: Teriakan hidup dalam situasi yang sulit. Memulihkan sedikit MP. Semakin sedikit HP, semakin besar MP pulih."
,"Dive Impact","https://toram-id.space/img/skill/halberd/diveimpact.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 400 Unsur: Tergantung Senjata Jarak: 4m Combo Awal: ya Combo Tengah: ya Deskripsi: Tombak yang ditusukkan pun membelah bumi. Beberapa saat setelah skilI diaktifkan, terjadi ledakan besar di lakasi serangan dan memberikan luka tambahan dan berpeluang memberikan status ""Silau""."
,"Strike Stab","https://toram-id.space/img/skill/halberd/strikestab.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 200 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Serangan tombak tajam dengan cepat. Keampuhan meningkat besar saat target memiliki status buruk, Critical Damage sulit terjadi. Efek jika menggunakan Tombak Daya SkilI +300 2x Daya Luka Tambahan dengan Status Buruk"
,"Critical Spear","https://toram-id.space/img/skill/halberd/criticalspear.png","Skill level 3  1 diskusi Type: pasif Deskripsi: Mempelajari kemahiran tombak. Meningkatkan Critical Rate saat memakai tombakTombak Berburu"
,"Dragon Toss","https://toram-id.space/img/skill/halberd/dragontooth.png","Skill level 4  0 diskusi Type: active,skill fisik MP Cost: 500 Unsur: Tergantung Senjata Jarak: 12m Combo Awal: ya Combo Tengah: ya Deskripsi: Melompat ke target dan menyerang. Setelah berhasil, kamu akan kembali ke posisi semula. Memiliki Abai Pertahanan dan Critical Rate tinggi namun tidak ada bonus daya skill."
,"Chronos Drive","https://toram-id.space/img/skill/halberd/chronosdrive.png","Skill level 4  0 diskusi Type: active,skill fisik MP Cost: 400 Unsur: Tergantung Senjata Jarak: 4m Combo Awal: ya Combo Tengah: ya Deskripsi: Teknik rahasia pengulang fakta menembus target. Memberikan efek tambahan luka selama beberapa detik."
,"Tombak Dewa","https://toram-id.space/img/skill/halberd/godspeedwield.png","Skill level 4  1 diskusi Type: active MP Cost: 100 Combo Awal: ya Combo Tengah: ya Deskripsi: Menggunakan MaxMP dan bisa ditumpuk 3 kali. Meningkatkan ASPD/Kecepatan Aksi/Evasion Rate dalam waktu singkat dan Kekebalan Fisik, Kekebalan Sihir berkurang drastis. Efek berakhir saat menerima luka. Efek jika menggunakan Tombak Peningkatan ASPD naik Mengurangi penurunan Kekebalan Fisik Mengurangi penurunan Kekebalan Sihir Durasi +30det"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram Online RPG Toram Online - MMORPG Toram Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Toram online Spear Tombak tombak toram Toram Online Toram RPG Toram Online - MMORPG"
,"Temukan lebih banyak",,"Toram RPG Toram Online - MMORPG Toram Online"
,"Issen","https://toram-id.space/img/skill/katana/issen.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Menebas musuh dalam sekejap mata. Critical Rate sangat tinggi pada pukulan kedua.Game Peran"
,"Pedang Gelombang","https://toram-id.space/img/skill/katana/pulseblade.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 12m Combo Awal: ya Combo Tengah: ya Deskripsi: Menebas musuh jauh dengan tebasan udara. Semakin jauh dari sasaran, daya serang menurun. Dapat bergerak dengan menyarungkan katana."
,"Pukulan Pangkal","https://toram-id.space/img/skill/katana/pomelstrike.png","Skill level 1  0 diskusi Type: active MP Cost: 200 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Pukulan cepat dan kuat dengan handel. Berpeluang memberikan status ""Lumpuh"". Berpeluang memberikan status ""Pingsan"" bila sasaran telah lumpuh."
,"Bushido","https://toram-id.space/img/skill/katana/bushido.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Mempelajari pengetahuan samurai HP, MP, dan Accuracy meningkat sedikit. ATK naik saat memakai katana."
,"Dua-Tangan","https://toram-id.space/img/skill/katana/twohanded.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Menaikkan daya serang dengan memegang senjata 2 tangan. Beragam status naik bila Sub-Senjata kosong. Critical Damage dengan katana naik signifikan"
,"Triple Thrust","https://toram-id.space/img/skill/katana/triplethrust.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 300 Unsur: Tergantung Senjata Jarak: 12m Combo Awal: ya Combo Tengah: ya Deskripsi: Menusuk musuh dengan gerakan cepat. Bergerak ke belakang sasaran sambil menyerang. Sedikit meningkatkan luka skill berikutnya."
